"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","miss_distance","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
514,663855,"Hicks, Jordan",522,98.5,0.213,0.074,0.297,0.287,0.285,0.272,0.204,23,108,87.2,11.2,2040,94.5,94.34,54,217,297,-0.20000000000000284,6.22,106,148,119,146,297,319,293,"3.488","-3.488","68.9","7.1","6.088188786",132,75,17,5,0,1,35,26.5,21,15.9,2.11204,0.47402,0.66066,-0.00786,"90.9",149,29.72972972972973,1.3513513513513513,0.7575757575757576,5.84,-1.94,0.12,2.25,0.341,1,"-0.678599222",0.336,0.256,"0.678599222",0.009,0.0050000000000000044,0.031,0.013,24.9,"33.7",5.956967616735563,1.3518168509380908,32.33606576401902,0.2904761904761905,35.13761768374783,26.79773580727068
513,681892,"Funderburk, Kody",514,99.8,0.193,0.064,0.216,0.257,0.279,0.322,0.236,21,109,81.9,1.6,2370,89.7,90.72,41,215,298,1,6.95,110,148,114,149,293,322,287,"2.946","-2.946","67.9","6.7","1.625338845",133,91,18,1,0,2,20,15,20,15,2.334,0.52943,0.28129,0.06953,"90.7",127,27.472527472527474,4.395604395604396,3.007518796992481,5.72,2.42,-0.35,2.47,0.326,4,"-0.574269006",0.362,0.338,"0.574269006",-0.043,-0.035999999999999976,-0.081,-0.043,19.1,"32.5",3.827841015803469,7.275319857512464,31.173389595258985,0.4,36.51364519769879,25.576091813679284
512,669165,"Hurt, Kyle",516,99.2,0.228,0.106,0.309,0.333,0.301,0.301,0.221,28,123,88.5,10.9,1831,92.8,93.08,91,263,249,0.29999999999999716,6.47,109,151,119,149,297,318,293,"2.927","-2.927","71.5","7.3","2.145175932",143,85,21,4,0,3,39,27.3,18,12.6,1.78797,0.87886,0.80049,0.01638,"92.2",149,41.17647058823529,7.0588235294117645,4.195804195804196,5.7,-1.06,0.13,2.33,0.331,6,"-0.571679688",0.325,0.346,"0.571679688",0.007,0.006000000000000005,-0.013,0,34.6,"44.5",8.34360170712335,-0.23411978520820323,31.158182833432416,0.5175097276264592,36.34806676617008,29.218172679166813
509,646241,"De Jesus, Enmanuel",509,100,0.227,0.092,0.299,0.319,0.281,0.303,0.236,27,119,89.5,13.6,2353,90.3,89.74,57,237,272,-0.5999999999999943,6.01,110,149,117,148,295,326,298,"3.834","-3.834","69.2","7.1","2.242534643",134,90,21,2,3,1,31,23.1,13,9.7,1.97921,0.85055,0.7253,-0.21674,"91.8",165,44.44444444444444,6.666666666666667,4.477611940298507,5.86,2.91,0.04,2.34,0.303,6,"-0.75324165",0.311,0.368,"0.75324165",-0.009,-0.008000000000000007,-0.049,-0.022,24.1,"43.5",7.094414604973642,2.1061280122876376,30.57161187226672,0.5258620689655172,37.24513540728116,28.259942502679163
500,453286,"Scherzer, Max",501,99.8,0.307,0.297,0.293,0.604,0.423,0.374,0.269,31,101,88.6,22.2,2231,87.8,87.57,43,257,243,-0.20000000000000284,6.21,111,146,116,150,288,324,294,"-11.574","11.574","70.7","7.3","2.642435494",117,84,19,3,0,9,18,15.4,14,12,2.26904,0.7393,0.3368,-0.18296,"91.4",164,36.904761904761905,13.095238095238097,9.401709401709402,5.68,-3.15,0.06,2.18,0.393,11,"2.3148",0.363,0.5,"-2.3148",0.038,0.030000000000000027,0.104,0.049,16.7,"32.6",9.757678073576095,-3.8098725419034394,33.098180239168826,0.48360655737704916,36.14168978680205,31.502771986739237
498,663574,"Santillan, Tony",498,100,0.248,0.248,0.247,0.496,0.353,0.348,0.253,29,117,90.3,15.8,2294,91.1,90.34,51,228,270,-0.7999999999999972,6.01,112,149,115,148,295,322,291,"-4.433","4.433","69.0","7.0","4.511758303",134,92,18,2,0,9,28,20.9,14,10.4,2.20954,0.58062,0.32365,-0.1453,"92.1",182,47.77777777777778,11.11111111111111,7.462686567164178,5.23,-2.31,0.04,2.42,0.326,10,"0.890160643",0.331,0.476,"-0.890160643",-0.005,-0.0050000000000000044,0.02,0.005,22.4,"24.0",6.65447733801229,-1.7252811613548396,30.512667651070235,0.5068493150684932,37.66219420525988,28.169309349038883
490,676254,"Walker, Ryan",500,98,0.308,0.168,0.345,0.477,0.377,0.324,0.26,33,107,84.5,6.1,2393,91.7,91.79,32,211,279,0.09999999999999432,6.37,110,149,120,146,294,321,296,"-6.571","6.571","68.9","7.1","3.705814489",125,90,25,2,2,4,19,15.2,15,12,2.46949,0.28241,0.58529,-0.04149,"91.5",156,35.55555555555556,6.666666666666667,4.8,5,-3.54,-0.01,2.3,0.398,6,"1.341020408",0.356,0.389,"-1.341020408",0.048,0.04200000000000004,0.088,0.053,15.2,"16.7",5.149152287137099,7.043853569278945,32.89660648093464,0.4068627450980392,37.3858408550486,26.23906510818693
485,689266,"Dodd, Dylan",489,99.2,0.139,0.12,0.169,0.259,0.206,0.254,0.198,15,108,88.3,24.2,2141,91,91.05,71,252,233,0.09999999999999432,6.24,116,149,124,149,303,323,303,"8.238","-8.238","71.4","7.2","2.295621087",118,75,8,4,0,3,34,28.8,9,7.6,1.73779,1.02155,0.52337,-0.05671,"91.2",172,38.666666666666664,6.666666666666667,4.23728813559322,6.03,2.09,-0.29,2.54,0.205,5,"-1.698556701",0.26,0.32,"1.698556701",-0.059,-0.05500000000000002,-0.061,-0.048,28.2,"42.3",9.984851623616409,-2.0752708125997685,30.350496106995337,0.5381526104417671,35.39489063581513,30.734090161937264
484,676684,"Vest, Will",484,100,0.275,0.108,0.351,0.382,0.326,0.307,0.244,28,102,88.3,2.2,2282,92.7,92.79,64,233,251,0.09999999999999432,6.37,113,148,117,149,295,325,300,"-0.741","0.741","69.4","7.1","2.327327719",116,77,21,5,0,2,27,23.3,10,8.6,1.88607,0.7879,0.45791,-0.018,"91.9",144,35.526315789473685,5.263157894736842,3.4482758620689653,5.66,-1.94,-0.09,2.07,0.348,4,"0.153099174",0.322,0.365,"-0.153099174",0.031,0.025999999999999968,0.017,0.019,27.5,"50.7",6.325703885619799,3.722996527095931,32.20618273848709,0.4336283185840708,36.82698424894218,27.26335456287257
481,677955,"Hill, Jaden",489,98.4,0.257,0.133,0.329,0.39,0.337,0.316,0.235,27,105,88.7,14.4,2262,92.3,91.84,70,230,251,-0.5,5.89,112,148,116,146,298,330,300,"-0.308","0.308","69.2","7.3","3.41588102",127,78,19,4,2,2,28,22,17,13.4,2.19547,0.4992,0.63301,-0.02956,"91.7",163,39.24050632911392,3.79746835443038,2.3622047244094486,5.6,-1.22,0.12,2.44,0.373,3,"0.064033264",0.355,0.353,"-0.064033264",0.022,0.018000000000000016,0.037,0.021,30.4,"24.2",10.037649606790984,-2.2904869195897883,31.39332212290626,0.5136363636363637,37.70938551267233,29.45900701328609
478,519141,"Pomeranz, Drew",494,96.8,0.278,0.217,0.272,0.496,0.368,0.351,0.267,32,115,87.9,26.3,2491,90,89.14,42,238,240,-0.9000000000000057,5.78,108,148,115,148,301,327,298,"-4.702","4.702","70.0","7.2","1.961233614",135,100,21,4,0,7,17,12.6,16,11.9,1.91525,0.91527,0.11826,0.00242,"91.8",174,37.37373737373738,9.090909090909092,6.666666666666667,6.07,2.04,-0.07,2.45,0.373,9,"0.983682008",0.364,0.463,"-0.983682008",0.011,0.009000000000000008,0.033,0.017,17.6,"37.0",9.841428500132412,-1.9149846497028062,31.89207508960345,0.6223175965665236,37.875403640538394,28.413460940411618
476,657756,"Seabold, Connor",476,100,0.306,0.122,0.354,0.429,0.351,0.308,0.253,30,98,87.5,11.1,2283,89,88.81,45,225,251,-0.20000000000000284,6.2,112,147,118,147,294,324,294,"-2.982","2.982","70.0","7.1","2.484879425",113,81,22,6,0,2,20,17.7,9,8,2.14305,0.77611,0.64145,-0.28611,"91.6",178,37.5,6.25,4.424778761061947,5.31,-2.78,-0.05,2.4,0.372,5,"0.626470588",0.328,0.364,"-0.626470588",0.053,0.043999999999999984,0.065,0.043,20,"32.6",6.716233729666188,3.296468119975602,30.924200087479647,0.4474885844748858,38.27691689976759,28.229781132724852
466,663158,"Suarez, Robert",467,99.8,0.184,0.035,0.23,0.219,0.203,0.282,0.252,21,114,84.4,8.5,2230,95.8,96.59,60,250,216,0.7999999999999972,6.74,117,149,122,150,302,324,300,"11.601","-11.601","69.9","7.1","2.65000934",121,88,19,1,0,1,26,21.5,6,5,1.38964,1.10451,0.7009,-0.17957,"90.7",153,32.95454545454545,3.4090909090909087,2.479338842975207,6.11,-1.66,0.01,2.36,0.225,3,"-2.489484979",0.289,0.351,"2.489484979",-0.068,-0.06399999999999997,-0.132,-0.079,24,"43.0",8.256290468202558,1.7778670065473858,31.563680263638723,0.49795918367346936,37.35826595624629,28.13218974902157
462,681867,"Criswell, Cooper",466,99.1,0.257,0.128,0.294,0.385,0.301,0.286,0.24,28,109,86.6,5.3,2116,86.3,86.63,49,223,239,0.29999999999999716,6.57,111,145,114,146,293,319,298,"2.36","-2.36","67.8","7.0","1.991443827",121,89,21,3,1,3,23,19,8,6.6,3.06091,0.03407,0.37115,-0.06307,"91.6",115,35.95505617977528,4.49438202247191,3.3057851239669422,4.77,-1.91,0.04,2.34,0.308,4,"-0.510822511",0.295,0.357,"0.510822511",0.017,0.013000000000000012,0.028,0.015,22,"7.3",5.1822483867603575,2.3353508148916045,33.07758716700721,0.4056603773584906,36.56508032230506,26.85339803670129
459,445276,"Jansen, Kenley",463,99.1,0.173,0.163,0.19,0.337,0.282,0.29,0.201,17,98,85.9,25,2625,91.8,92.93,62,221,238,1.1000000000000085,6.94,115,149,118,149,295,329,301,"4.826","-4.826","71.4","7.2","1.241343471",116,68,11,1,0,5,31,26.7,17,14.7,1.44946,1.26002,-0.41583,-0.00181,"90.8",173,30.88235294117647,5.88235294117647,3.4482758620689653,6.45,-1.59,-0.03,2.72,0.293,4,"-1.051416122",0.317,0.327,"1.051416122",-0.028,-0.02400000000000002,0.01,-0.008,28.1,"63.3",9.61890691669841,-2.787478044750055,29.60620562730548,0.5576036866359447,35.51296945302862,30.290836969302454
459,669684,"Murphy, Chris",459,100,0.237,0.134,0.296,0.371,0.324,0.301,0.215,23,97,86.2,21.2,2386,88.4,88.31,75,238,221,-0.10000000000000853,6.19,108,149,115,147,291,323,294,"-0.038","0.038","69.5","7.2","2.58722416",115,73,15,5,1,2,25,21.7,14,12.2,2.57776,0.40319,-0.15346,-0.05241,"91.0",171,35.61643835616438,8.21917808219178,5.217391304347826,5.31,1.95,-0.1,2.4,0.348,6,"0.008278867",0.329,0.33,"-0.008278867",0.022,0.01899999999999996,0.041,0.023,31.5,"38.5",9.210600462926799,-2.160121508300067,31.407594688696896,0.4957627118644068,37.040426681394706,30.563588070283874
458,552640,"Kittredge, Andrew",466,98.3,0.264,0.16,0.301,0.424,0.317,0.306,0.258,33,125,86.9,6.9,2473,92.1,92.53,58,246,212,0.4000000000000057,6.51,110,147,116,146,296,319,296,"0.625","-0.625","69.6","7.4","2.635760024",137,99,23,5,0,5,28,20.4,10,7.3,2.11631,0.5858,0.30782,-0.0831,"92.0",142,40.4040404040404,7.07070707070707,5.109489051094891,5.92,-1.59,0.01,2.08,0.316,7,"-0.136462882",0.311,0.405,"0.136462882",0.006,0.0050000000000000044,0.019,0.011,23.6,"40.6",10.977798655006401,-3.2839250981673365,33.772072070549065,0.5443037974683544,36.390991377259006,30.917882838377892
450,668933,"Ashcraft, Graham",451,99.8,0.183,0.129,0.254,0.312,0.278,0.286,0.197,17,93,88.9,12.9,2726,94.4,93.34,66,204,246,-1.1000000000000085,5.56,111,150,116,149,294,322,289,"2.804","-2.804","67.7","7.0","3.987956765",109,61,10,4,1,2,32,29.4,16,14.7,2.06376,0.50445,-0.35749,-0.04197,"92.0",165,40,7.2727272727272725,3.669724770642202,6.4,0,0.35,2.27,0.303,4,"-0.623111111",0.322,0.307,"0.623111111",-0.014,-0.019000000000000017,0.005,-0.008,32.4,"54.5",7.101149800454935,4.186258157007049,32.792483377674934,0.44221105527638194,36.8712625189211,26.42434038857054
448,663423,"Thornton, Trent",449,99.8,0.207,0.144,0.207,0.351,0.277,0.345,0.275,23,111,90.6,11.1,2652,89.4,89.37,48,222,226,0,6.18,111,151,115,152,301,326,300,"4.666","-4.666","69.3","7.2","2.67413134",123,97,15,4,0,4,15,12.2,10,8.1,2.41625,0.47251,-0.19447,-0.06585,"92.8",149,46.391752577319586,8.24742268041237,6.504065040650407,5.52,-2.11,0.15,2.33,0.279,8,"-1.041517857",0.34,0.461,"1.041517857",-0.068,-0.061,-0.11,-0.068,21.6,"46.2",7.075861638099077,0.9436934584195504,31.675093597171347,0.5159817351598174,37.44012134525486,29.23589247331169
446,686560,"Collyer, Gavin",450,99.1,0.188,0.087,0.246,0.275,0.316,0.318,0.192,15,80,86.7,17.2,2619,92.2,91.66,45,166,280,-0.5,6.11,113,149,119,149,302,329,301,"-0.971","0.971","69.8","6.9","1.690681144",105,58,10,4,0,1,22,21,19,18.1,2.24879,0.46825,0.26088,0.03255,"91.2",156,29.310344827586203,3.4482758620689653,1.9047619047619049,5.04,-3.72,-0.07,2.77,0.381,2,"0.217713004",0.384,0.278,"-0.217713004",-0.004,-0.0030000000000000027,-0.003,-0.002,27.1,"17.5",7.417206159670042,6.555356664032071,30.961135173626303,0.44785276073619634,36.98273035371674,26.212339833780707
445,696070,"Rojas, Kendry",445,100,0.195,0.08,0.281,0.276,0.297,0.276,0.167,17,87,83,14,2122,92.8,93.59,53,194,251,0.7999999999999972,6.72,109,150,115,148,290,320,290,"0.733","-0.733","68.8","7.0","2.251762331",110,61,12,4,0,1,29,26.4,19,17.3,1.76712,0.88863,0.41977,-0.14077,"90.6",162,27.86885245901639,6.557377049180328,3.6363636363636362,5.89,1.62,-0.2,2.29,0.346,4,"-0.164719101",0.322,0.25,"0.164719101",0.028,0.023999999999999966,0.026,0.021,27.3,"43.3",5.52941101433721,4.343810946448785,32.417415435769406,0.425531914893617,37.6967636200119,26.5140981114774
444,680744,"Madden, Ty",444,100,0.173,0.082,0.231,0.255,0.237,0.257,0.185,17,98,87.4,18.6,2306,88.7,88.32,58,208,236,-0.4000000000000057,5.89,113,149,117,150,295,329,298,"6.27","-6.27","69.5","7.3","3.443585594",109,67,13,2,0,2,31,28.4,10,9.2,2.37264,0.53181,0.35867,0.06269,"91.7",143,34.32835820895522,5.970149253731343,3.669724770642202,5.85,-2.04,0.06,2.27,0.257,4,"-1.412162162",0.268,0.3,"1.412162162",-0.012,-0.01100000000000001,-0.045,-0.02,27.9,"41.6",9.79115706176194,-2.842243423337362,30.948414138854087,0.5317073170731708,36.646799087636744,30.80418998253494
443,669211,"Akin, Keegan",443,100,0.284,0.157,0.31,0.441,0.337,0.298,0.246,29,102,84.3,21.4,2314,90.2,88.93,42,218,225,-1.2999999999999972,5.65,111,149,117,146,297,320,296,"-1.193","1.193","70.5","7.3","2.470023843",114,88,21,3,2,3,17,14.9,9,7.9,1.81948,1.01138,0.75495,-0.41912,"90.7",170,29.069767441860467,5.813953488372093,4.385964912280701,5.86,1.94,-0.09,2.24,0.336,5,"0.269300226",0.304,0.371,"-0.269300226",0.038,0.03200000000000003,0.07,0.039,19.3,"39.2",8.578475480281297,0.11490297865759347,32.79554831286941,0.49065420560747663,37.337052940189814,29.05300715584258
443,663765,"Woodford, Jake",443,100,0.348,0.179,0.398,0.527,0.386,0.367,0.329,39,112,90.7,13.2,2078,88.9,89.51,41,206,237,0.5999999999999943,6.61,112,149,123,150,297,321,295,"-6.751","6.751","70.8","7.3","2.460100532",123,93,29,4,2,4,23,18.7,7,5.7,2.52569,0.37927,0.2359,0.04451,"92.6",160,48.38709677419355,8.60215053763441,6.504065040650407,4.95,-2.08,0.15,2.17,0.377,8,"1.523927765",0.365,0.483,"-1.523927765",0.019,0.01200000000000001,0.044,0.019,19.9,"24.9",9.01331833796774,-0.044013480165036395,33.258899408041486,0.485,36.52151999357869,30.330897310756487
442,688883,"Pallette, Peyton",442,100,0.218,0.128,0.278,0.346,0.332,0.356,0.25,17,78,89.5,16.1,2449,89.8,88.44,50,176,266,-1.3999999999999915,5.7,111,149,122,148,298,325,303,"-1.09","1.09","69.3","7.1","3.522867583",97,56,11,4,0,2,22,22.7,16,16.5,2.5269,0.36823,0.2697,-0.02702,"91.9",159,42.857142857142854,7.142857142857142,4.123711340206185,5.97,-2.63,0.34,2.29,0.371,4,"0.246606335",0.397,0.384,"-0.246606335",-0.032,-0.026000000000000023,-0.038,-0.024,28.4,"39.4",7.814713998274778,1.3157271456678894,31.195930432660997,0.514792899408284,37.01050257717216,28.40989228730013
438,686930,"Barnett, Mason",442,99.1,0.228,0.228,0.25,0.457,0.336,0.334,0.247,21,92,89.1,18.3,2419,88.9,88.7,41,193,245,-0.20000000000000284,6.13,112,148,118,148,297,322,294,"-1.696","1.696","69.7","7.1","2.907403046",105,69,11,4,1,5,23,21.9,13,12.4,2.69308,0.23069,-0.34258,-0.13872,"91.3",156,42.028985507246375,8.695652173913043,5.714285714285714,6.09,-2.15,0.14,2.1,0.324,6,"0.387214612",0.34,0.425,"-0.387214612",-0.019,-0.016000000000000014,0.032,0.002,21.2,"56.5",10.105388291463807,0.5162987834114862,31.35511685723854,0.45454545454545453,36.02226576299626,30.551161301499775
436,681799,"Roberts, Ethan",437,99.8,0.237,0.14,0.26,0.376,0.331,0.342,0.255,22,93,91.1,13.9,2893,89.4,89.61,43,190,246,0.19999999999998863,6.33,110,151,118,151,301,327,299,"-1.647","1.647","71.3","7.2","2.664938843",110,76,16,2,1,3,17,15.5,14,12.7,2.27239,0.59901,-0.44919,-0.06729,"92.0",158,44.73684210526316,3.9473684210526314,2.727272727272727,5.24,-1.53,-0.05,2.11,0.355,3,"0.377752294",0.37,0.391,"-0.377752294",-0.018,-0.015000000000000013,-0.015,-0.011,22.6,"34.7",7.951824329514214,2.234840382493618,32.276954532638136,0.5243243243243243,37.273902921955454,28.55190002753811
436,660604,"Rangel, Alan",436,100,0.269,0.204,0.328,0.473,0.363,0.313,0.236,25,93,86.4,18.2,2157,84.8,85.32,51,217,219,0.5,6.51,112,149,120,147,294,320,295,"-1.858","1.858","69.6","7.4","4.621005829",108,68,15,5,1,4,26,24.1,12,11.1,2.36032,0.86243,0.35553,-0.16218,"90.9",153,30.88235294117647,5.88235294117647,3.7037037037037033,6.22,0.43,0.19,2.3,0.361,4,"0.426146789",0.333,0.365,"-0.426146789",0.033,0.02799999999999997,0.108,0.05,23.5,"69.9",14.718874401841289,-9.466199467132515,33.143366992084815,0.4672897196261682,35.7436476000791,35.208835621156574
434,676664,"Sears, JP",434,100,0.226,0.17,0.244,0.396,0.3,0.32,0.249,24,106,90.3,14.6,1981,87.5,87.56,42,204,230,0.09999999999999432,6.32,114,152,121,149,304,326,299,"0.41","-0.41","70.1","7.0","1.665127402",116,83,16,3,0,5,23,19.8,9,7.8,2.41786,0.6,0.58118,-0.51325,"91.9",156,45.78313253012048,8.433734939759036,6.0344827586206895,4.86,1.24,0.13,2.33,0.287,7,"-0.094470046",0.308,0.425,"0.094470046",-0.023,-0.02100000000000002,-0.029,-0.02,20.6,"26.1",4.969551837314841,2.3062365256891995,32.478067398533256,0.375,37.392078960493315,29.710783476914223
433,642100,"Speier, Gabe",437,99.1,0.2,0.15,0.23,0.35,0.28,0.295,0.204,20,100,87.2,13,2212,91.8,91.46,53,223,210,-0.29999999999999716,6.07,112,146,111,146,293,320,292,"3.326","-3.326","68.4","6.9","3.308430574",117,79,11,6,0,3,25,21.4,10,8.5,2.11201,0.61926,0.64758,0.01658,"91.5",153,37.17948717948718,11.538461538461538,7.6923076923076925,5.45,1.95,-0.08,2.32,0.287,9,"-0.76812933",0.292,0.386,"0.76812933",-0.004,-0.0050000000000000044,-0.036,-0.015,23.8,"28.8",6.8367575344619835,3.803910424113953,31.98422346104317,0.5,35.748378711562275,28.20575630181336
429,489446,"Yates, Kirby",429,100,0.189,0.144,0.259,0.333,0.286,0.294,0.205,17,90,91.3,16.2,1950,88.5,88,76,221,208,-0.5,6.1,113,148,117,149,306,328,302,"3.679","-3.679","70.1","7.0","1.472771507",108,61,8,7,0,2,32,29.6,11,10.2,2.24732,0.69077,1.10063,0.09779,"92.2",174,49.18032786885246,8.19672131147541,4.62962962962963,5.15,-2.35,0,2.23,0.299,5,"-0.857575758",0.315,0.326,"0.857575758",-0.016,-0.016000000000000014,0.007,-0.008,34.4,"19.2",6.674694089897355,-1.5197338248924217,33.70562505848573,0.45933014354066987,34.874709343902325,28.970808680687195
428,695380,"Hoppe, Alex",428,100,0.26,0.12,0.352,0.38,0.319,0.307,0.26,26,100,90,4.7,2299,93.2,93.71,58,198,230,0.5,6.45,111,144,115,144,293,321,296,"-2.104","2.104","68.0","6.9","3.574056871",113,72,16,9,0,1,29,25.7,11,9.7,2.22671,0.40376,0.08484,0.1511,"92.4",158,43.05555555555556,2.7777777777777777,1.7699115044247788,5.73,-1.12,0.13,1.89,0.336,2,"0.491588785",0.336,0.35,"-0.491588785",0,0,0.03,0.012,29.3,"51.3",4.96380514714193,2.348549185170996,32.52367448686926,0.4642857142857143,35.5184577231961,28.03686945386461
424,592836,"Walker, Taijuan",424,100,0.353,0.304,0.359,0.657,0.454,0.411,0.312,36,102,87.5,13.4,2025,86.1,85.75,32,191,233,-0.3999999999999915,5.97,110,147,113,148,291,328,297,"-19.262","19.262","70.2","7.4","3.430942255",115,86,22,5,1,8,17,14.8,11,9.6,2.51498,0.59515,0.39127,-0.15057,"91.6",156,36.470588235294116,12.941176470588237,9.565217391304348,6.55,-1.76,-0.01,2.27,0.417,11,"4.542924528",0.383,0.582,"-4.542924528",0.041,0.033999999999999975,0.075,0.043,16.8,"43.6",11.961772254643797,-2.561598699134671,32.21715612702017,0.5351351351351351,38.753467882948755,32.88380356471395
424,686580,"Slaten, Justin",424,100,0.283,0.16,0.382,0.443,0.333,0.269,0.225,30,106,87,8,2524,93.2,94.25,55,212,212,1.0999999999999943,6.81,108,148,115,148,291,318,294,"-2.514","2.514","69.4","7.1","2.443623051",114,74,21,5,0,4,34,29.8,6,5.3,1.80165,0.83194,-0.22727,-0.00552,"91.7",157,39.189189189189186,5.405405405405405,3.508771929824561,5.91,-1.07,0.16,2.22,0.321,4,"0.592924528",0.267,0.343,"-0.592924528",0.058,0.05399999999999999,0.1,0.064,25.9,"47.5",6.619765830459032,2.2802031070397604,31.861365176083243,0.42857142857142855,35.67154597242008,27.85327960913338
420,677961,"Wilcox, Cole",424,99.1,0.239,0.057,0.308,0.295,0.303,0.363,0.29,21,88,90.7,5,2059,91.2,91.2,61,198,222,0,6.36,110,146,114,147,294,320,294,"1.502","-1.502","70.2","7.3","3.497461993",106,66,18,2,0,1,23,21.7,15,14.2,2.55017,0.21995,0.49601,0.12742,"92.1",139,43.07692307692308,7.6923076923076925,4.716981132075472,5.73,-2.26,0.14,2.25,0.358,5,"-0.357619048",0.402,0.417,"0.357619048",-0.051,-0.04400000000000004,-0.122,-0.06,30.8,"26.9",9.308664646554353,-1.0226113583747969,31.951521664458557,0.43617021276595747,36.83853495645082,30.098741099100305
412,807743,"Sullivan, Sean",412,100,0.343,0.333,0.367,0.677,0.46,0.335,0.241,34,99,87.9,28.6,2182,83,85.51,32,197,215,2.5,7.63,110,149,114,147,302,334,300,"-11.365","11.365","71.1","7.2","2.651845284",114,84,13,14,2,5,16,14,11,9.6,2.62767,0.69316,0.38483,-0.17677,"91.7",199,34.523809523809526,9.523809523809524,7.017543859649122,5.51,3.32,-0.14,2.39,0.421,8,"2.758495146",0.334,0.431,"-2.758495146",0.102,0.08699999999999997,0.246,0.125,16.2,"31.4",11.242286174433787,-3.7875031325050985,32.39618897139548,0.41509433962264153,36.18717066116128,32.52666346759001
407,656222,"Beeks, Jalen",411,99,0.272,0.223,0.289,0.495,0.35,0.363,0.282,28,103,88.2,12.2,2132,90.1,90.31,45,192,215,0.20000000000000284,6.47,112,149,112,149,300,327,303,"-3.498","3.498","70.3","7.1","2.712312254",113,84,17,5,0,6,21,18.6,8,7.1,1.85025,0.98123,0.79939,-0.14543,"92.9",163,42.857142857142854,10.714285714285714,7.964601769911504,5.92,1.13,-0.12,2.22,0.324,9,"0.859459459",0.333,0.522,"-0.859459459",-0.01,-0.009000000000000008,-0.027,-0.013,23.4,"45.1",8.591942479443558,-1.348966256962936,31.106430866087464,0.5384615384615384,35.77352959271334,29.815661484508148
407,695534,"Petty, Chase",407,100,0.229,0.165,0.223,0.394,0.299,0.346,0.273,25,109,88.1,15.4,2084,91.3,91.51,39,201,206,0.20000000000000284,6.42,114,150,117,149,295,323,291,"1.501","-1.501","71.0","7.5","5.318137259",121,98,15,6,0,4,13,10.7,7,5.8,2.19388,0.57333,0.68892,-0.24209,"92.2",154,38.54166666666667,7.291666666666667,5.785123966942149,5.29,-1.77,-0.16,2.39,0.289,7,"-0.368796069",0.342,0.433,"0.368796069",-0.044,-0.05300000000000005,-0.039,-0.047,19.4,"32.7",12.70730444787538,-6.31553222524369,31.109436453946888,0.5879396984924623,37.52842068729676,33.82832372446061
402,804267,"Thornton, Zac",402,100,0.196,0.098,0.231,0.294,0.243,0.328,0.265,20,102,90.6,12.1,2358,87.7,87.69,43,202,200,0,6.26,109,151,118,148,302,325,295,"6.959","-6.959","71.3","7.3","2.330467318",110,81,14,4,0,2,22,20,7,6.4,2.24656,0.74165,-0.00007,-0.10471,"92.6",167,44.44444444444444,11.11111111111111,8.181818181818182,6.19,2.5,-0.24,2.25,0.248,9,"-1.731094527",0.312,0.445,"1.731094527",-0.069,-0.064,-0.151,-0.085,21.3,"50.1",10.352193250430723,-0.981160636422924,31.80174749869068,0.5477386934673367,36.12446902777742,31.621690173115784
